Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
3373,1.0,0.3568,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3374,1.0,0.3523,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3375,3.0,0.4324,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3376,2.0,0.316,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3377,3.0,0.3729,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3378,3.0,0.3668,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3379,3.0,0.3315,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3380,3.0,0.397,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3381,3.0,0.4716,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3382,3.0,0.3552,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3383,3.0,0.3605,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3384,3.0,0.4343,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3385,3.0,0.3648,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3386,3.0,0.5141,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3387,1.0,0.3829,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3388,1.0,0.4337,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3389,3.0,0.3117,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3390,0.0,0.4412,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3391,3.0,0.495,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3392,1.0,0.29,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3393,3.0,0.3711,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3394,3.0,0.2984,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3395,0.0,0.3397,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3396,0.0,0.4403,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3397,0.0,0.3453,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3398,3.0,0.314,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3399,3.0,0.3468,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3400,3.0,0.379,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3401,3.0,0.3062,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3402,2.0,0.2724,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3403,3.0,0.3002,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3404,3.0,0.4087,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3405,2.0,0.32,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3406,2.0,0.2786,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3407,3.0,0.3175,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3408,0.0,0.3031,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3409,3.0,0.293,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3410,3.0,0.3513,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3411,1.0,0.3013,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3412,1.0,0.2801,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3413,0.0,0.2711,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3414,1.0,0.3012,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3415,0.0,0.4203,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3416,3.0,0.3515,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3417,3.0,0.4059,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3418,3.0,0.328,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3419,3.0,0.3174,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3420,1.0,0.327,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3421,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3422,3.0,0.3602,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3423,1.0,0.2805,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3424,2.0,0.2784,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3425,0.0,0.3395,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3426,0.0,0.3174,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3427,3.0,0.3789,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3428,1.0,0.3503,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3429,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3430,3.0,0.3473,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3431,2.0,0.3168,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3432,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3433,1.0,0.2805,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3434,2.0,0.2786,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3435,0.0,0.303,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3436,1.0,0.2892,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3437,1.0,0.3466,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3438,3.0,0.4349,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3439,3.0,0.2858,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3440,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3441,2.0,0.2888,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3442,1.0,0.2806,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3443,3.0,0.3513,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3444,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3445,3.0,0.2955,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3446,0.0,0.3973,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3447,2.0,0.3484,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3448,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3449,1.0,0.3013,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3450,3.0,0.3364,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3451,0.0,0.4574,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3452,0.0,0.3016,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3453,3.0,0.3274,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3454,2.0,0.2992,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3455,3.0,0.3599,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3456,1.0,0.3396,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3457,3.0,0.3283,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3458,0.0,0.3013,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3459,3.0,0.4111,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3460,0.0,0.4196,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3461,3.0,0.388,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3462,3.0,0.3054,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3463,0.0,0.2831,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3464,3.0,0.3705,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3465,3.0,0.3375,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3466,2.0,0.4188,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3467,1.0,0.2957,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3468,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3469,1.0,0.3456,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3470,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3471,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3472,1.0,0.2941,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3473,3.0,0.3291,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3474,2.0,0.3283,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3475,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3476,1.0,0.263,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3477,3.0,0.3002,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3478,3.0,0.2985,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3479,3.0,0.297,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3480,3.0,0.3515,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3481,3.0,0.297,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3482,2.0,0.2863,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3483,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3484,3.0,0.295,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3485,3.0,0.293,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3486,1.0,0.3013,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3487,3.0,0.3515,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3488,3.0,0.3273,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3489,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3490,2.0,0.2787,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3491,3.0,0.3081,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3492,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3493,3.0,0.3514,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3494,3.0,0.3481,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3495,3.0,0.297,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3496,2.0,0.33,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3497,0.0,0.3762,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3498,3.0,0.297,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3499,3.0,0.3512,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3500,0.0,0.3975,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3501,1.0,0.2838,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3502,3.0,0.3002,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3503,0.0,0.2722,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3504,0.0,0.2706,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3505,3.0,0.3258,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3506,0.0,0.2975,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3507,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3508,0.0,0.3104,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3509,3.0,0.3063,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3510,3.0,0.3315,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3511,2.0,0.2785,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3512,1.0,0.3092,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3513,1.0,0.3282,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3514,3.0,0.3407,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3515,3.0,0.3664,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3516,3.0,0.3271,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3517,1.0,0.2806,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3518,1.0,0.3013,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3519,3.0,0.3292,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3520,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3521,3.0,0.3384,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3522,1.0,0.3464,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3523,1.0,0.3013,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3524,1.0,0.3408,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3525,1.0,0.3013,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3526,2.0,0.2783,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3527,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3528,3.0,0.3104,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3529,0.0,0.32,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3530,3.0,0.3211,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3531,3.0,0.3515,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3532,1.0,0.3007,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3533,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3534,3.0,0.3157,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3535,3.0,0.3514,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3536,2.0,0.3293,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3537,0.0,0.4189,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3538,3.0,0.3106,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3539,2.0,0.3223,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3540,3.0,0.3779,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3541,3.0,0.3515,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3542,1.0,0.3751,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3543,3.0,0.3018,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3544,3.0,0.3511,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3545,1.0,0.2936,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3546,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3547,0.0,0.378,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3548,3.0,0.3511,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3549,2.0,0.2786,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3550,3.0,0.3147,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3551,1.0,0.262,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3552,3.0,0.3513,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3553,0.0,0.3345,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3554,3.0,0.3601,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3555,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3556,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3557,1.0,0.2804,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3558,3.0,0.3478,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3559,3.0,0.3514,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3560,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3561,3.0,0.3273,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3562,1.0,0.4036,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3563,0.0,0.3665,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3564,2.0,0.2787,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3565,1.0,0.2805,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3566,3.0,0.3272,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3567,1.0,0.4853,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3568,0.0,0.2707,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3569,1.0,0.294,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3570,2.0,0.2786,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3571,1.0,0.3268,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3572,3.0,0.2907,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3573,3.0,0.3515,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3574,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3575,3.0,0.2879,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3576,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3577,3.0,0.3515,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3578,3.0,0.3515,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3579,1.0,0.2807,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3580,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3581,3.0,0.3025,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3582,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3583,1.0,0.2971,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3584,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3585,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3586,3.0,0.3694,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3587,2.0,0.3067,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3588,3.0,0.3498,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3589,3.0,0.2885,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3590,2.0,0.3205,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3591,0.0,0.2902,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3592,3.0,0.3513,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3593,0.0,0.3027,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3594,1.0,0.2807,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3595,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3596,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3597,3.0,0.3515,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3598,1.0,0.3013,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3599,3.0,0.3274,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3600,3.0,0.3273,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3601,1.0,0.2807,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3602,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3603,3.0,0.3959,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3604,2.0,0.4574,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3605,0.0,0.3377,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3606,1.0,0.3012,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3607,3.0,0.3482,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3608,3.0,0.3283,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3609,3.0,0.3123,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3610,3.0,0.3191,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3611,3.0,0.3002,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3612,1.0,0.2807,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3613,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3614,3.0,0.3933,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3615,3.0,0.3258,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3616,1.0,0.3638,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3617,0.0,0.2981,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3618,0.0,0.3224,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3619,2.0,0.3337,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3620,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3621,3.0,0.2973,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3622,0.0,0.3781,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3623,0.0,0.336,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3624,3.0,0.4995,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3625,3.0,0.3511,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3626,3.0,0.3433,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3627,2.0,0.2787,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3628,3.0,0.4402,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3629,2.0,0.3024,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3630,1.0,0.3098,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3631,2.0,0.3489,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3632,3.0,0.3485,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3633,1.0,0.2984,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3634,3.0,0.328,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3635,2.0,0.3281,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3636,1.0,0.262,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3637,1.0,0.3117,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3638,3.0,0.3515,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3639,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3640,3.0,0.3478,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3641,0.0,0.2903,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3642,3.0,0.3809,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3643,3.0,0.3273,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3644,2.0,0.2881,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3645,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3646,3.0,0.4187,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3647,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3648,0.0,0.4015,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3649,3.0,0.5205,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3650,3.0,0.2955,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3651,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3652,0.0,0.2903,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3653,0.0,0.2895,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3654,3.0,0.2955,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3655,3.0,0.3513,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3656,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3657,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3658,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3659,3.0,0.3511,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3660,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3661,3.0,0.5173,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3662,0.0,0.3401,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3663,3.0,0.4495,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3664,1.0,0.2969,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3665,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3666,2.0,0.2785,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3667,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3668,2.0,0.2781,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3669,3.0,0.2837,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3670,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3671,1.0,0.2986,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3672,0.0,0.3545,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3673,3.0,0.3474,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3674,2.0,0.3538,"jewelry, art, make, future, think, community, auction, collector, design, cryptojeweler",
3675,1.0,0.3361,"piece, digital, available, want, custom, collectible, liftoff, exclusive, blockchain, mona",
3676,3.0,0.3062,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3677,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3678,3.0,0.2877,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3679,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3680,0.0,0.339,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3681,3.0,0.3059,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3682,3.0,0.2996,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3683,0.0,0.2701,"drop, fashion, love, world, big, new, time, begin, go, pendant",
3684,3.0,0.328,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3685,3.0,0.3765,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3686,3.0,0.2794,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3687,3.0,0.638,"collection, physical, digitalax, sell, owner, live, space, rarible, mint, item",
3688,0.0,0.2906,"drop, fashion, love, world, big, new, time, begin, go, pendant",
